task_id,project_id,assigned_employee,task_name,start_date,end_date,task_status,completion_percentage
TASK018159,PROJ02652,EMP0134,Design Approval,20-04-2024,23-09-2025,Delayed,48
TASK018160,PROJ00280,EMP0215,Site Visit,10-02-2024,18-02-2025,In Progress,43
TASK018161,PROJ00618,EMP0161,Material Procurement,21-04-2024,05-04-2025,Delayed,78
TASK018162,PROJ03901,EMP0207,Site Visit,20-06-2024,26-12-2025,completed,42
TASK018163,PROJ00595,EMP0193,Material Procurement,10-07-2024,03-04-2025,In Progress,84
TASK018164,PROJ02911,EMP0059,Site Visit,09-03-2024,12-09-2025,Delayed,93
TASK018165,PROJ00405,EMP0023,Quality Check,07-07-2024,25-07-2025,completed,47
TASK018166,PROJ03372,EMP0296,Handover,24-05-2024,10-07-2025,Pending,81
TASK018167,PROJ04703,EMP0237,Installation,13-10-2024,25-10-2025,Delayed,49
TASK018168,PROJ00088,EMP0181,Site Visit,10-05-2024,03-11-2025,completed,10
TASK018169,PROJ02786,EMP0299,Quality Check,23-07-2024,,Completed,94
TASK018170,PROJ01843,EMP0105,Design Approval,05-05-2024,,completed,30
TASK018171,PROJ01214,EMP0013,Quality Check,08-03-2024,21-06-2025,Delayed,94
TASK018172,PROJ02238,EMP0034,Quality Check,12-08-2024,21-06-2025,completed,22
TASK018173,PROJ00865,EMP0149,Quality Check,19-04-2024,,Delayed,13
TASK018174,PROJ02027,EMP0168,Quality Check,18-12-2024,12-05-2025,Delayed,0
TASK018175,PROJ01644,EMP0149,Design Approval,26-09-2024,20-05-2025,In Progress,2
TASK018176,PROJ02341,EMP0288,Installation,08-02-2024,,Pending,58
TASK018177,PROJ03548,EMP0159,Handover,20-03-2024,25-06-2025,completed,14
TASK018178,PROJ01851,EMP0275,Handover,13-01-2024,05-03-2025,completed,68
TASK018179,PROJ00857,EMP0213,Design Approval,19-07-2024,16-11-2025,Pending,83
TASK018180,PROJ02100,EMP0256,Design Approval,03-04-2024,27-12-2025,Completed,90
TASK018181,PROJ03366,EMP0255,Quality Check,17-02-2024,15-05-2025,Pending,51
TASK018182,PROJ02987,EMP0081,Handover,21-03-2024,04-03-2025,Completed,85
TASK018183,PROJ03370,EMP0126,Site Visit,20-09-2024,16-10-2025,Delayed,57
TASK018184,PROJ01315,EMP0195,Site Visit,13-03-2024,25-04-2025,In Progress,86
TASK018185,PROJ00994,EMP0115,Installation,13-11-2024,17-06-2025,Delayed,35
TASK018186,PROJ02652,EMP0078,Material Procurement,18-08-2024,10-08-2025,Pending,82
TASK018187,PROJ03143,EMP0092,Installation,25-04-2024,08-12-2025,Pending,41
TASK018188,PROJ00192,EMP0223,Installation,23-05-2024,01-04-2025,completed,18
TASK018189,PROJ01154,EMP0045,Site Visit,12-02-2024,22-03-2025,Delayed,83
TASK018190,PROJ04301,EMP0116,Design Approval,25-08-2024,,In Progress,20
TASK018191,PROJ00357,EMP0293,Site Visit,02-10-2024,06-11-2025,Delayed,11
TASK018192,PROJ00397,EMP0136,Material Procurement,11-05-2024,,completed,64
TASK018193,PROJ00762,EMP0243,Installation,15-12-2024,26-06-2025,Completed,53
TASK018194,PROJ00797,EMP0276,Quality Check,09-09-2024,07-12-2025,Pending,99
TASK018195,PROJ02552,EMP0064,Material Procurement,22-11-2024,,Completed,21
TASK018196,PROJ02418,EMP0170,Installation,12-02-2024,28-12-2025,Completed,93
TASK018197,PROJ02015,EMP0256,Material Procurement,21-08-2024,08-02-2025,completed,93
TASK018198,PROJ00892,EMP0237,Site Visit,11-12-2024,16-09-2025,Completed,6
TASK018199,PROJ03027,EMP0108,Design Approval,17-09-2024,28-12-2025,completed,97
TASK018200,PROJ01349,EMP0264,Material Procurement,17-09-2024,22-11-2025,In Progress,59
TASK018201,PROJ04785,EMP0280,Design Approval,20-08-2024,24-09-2025,Delayed,80
TASK018202,PROJ01475,EMP0219,Quality Check,23-03-2024,09-06-2025,completed,23
TASK018203,PROJ02398,EMP0086,Installation,19-04-2024,08-12-2025,Completed,69
TASK018204,PROJ00942,EMP0209,Site Visit,08-08-2024,05-05-2025,In Progress,62
TASK018205,PROJ02174,EMP0026,Handover,11-01-2024,10-11-2025,Pending,94
TASK018206,PROJ00507,EMP0262,Quality Check,20-08-2024,,Pending,37
TASK018207,PROJ01793,EMP0204,Handover,05-06-2024,05-11-2025,Completed,70
TASK018208,PROJ00038,EMP0012,Design Approval,24-05-2024,22-08-2025,Completed,25
TASK018209,PROJ01097,EMP0121,Quality Check,12-03-2024,20-03-2025,completed,58
TASK018210,PROJ01865,EMP0289,Material Procurement,28-08-2024,,completed,73
TASK018211,PROJ00694,EMP0034,Installation,28-06-2024,10-10-2025,completed,30
TASK018212,PROJ02317,EMP0097,Quality Check,28-12-2024,,completed,21
TASK018213,PROJ04859,EMP0018,Design Approval,28-12-2024,04-05-2025,In Progress,7
TASK018214,PROJ01944,EMP0064,Handover,13-03-2024,10-10-2025,completed,29
TASK018215,PROJ02541,EMP0040,Material Procurement,21-12-2024,13-08-2025,Pending,67
TASK018216,PROJ03041,EMP0193,Design Approval,07-11-2024,20-11-2025,completed,88
TASK018217,PROJ00956,EMP0173,Quality Check,24-01-2024,28-09-2025,In Progress,22
TASK018218,PROJ00926,EMP0286,Quality Check,26-01-2024,01-12-2025,Delayed,12
TASK018219,PROJ03795,EMP0234,Material Procurement,24-02-2024,11-04-2025,completed,13
TASK018220,PROJ01205,EMP0068,Quality Check,02-03-2024,08-04-2025,completed,30
TASK018221,PROJ01816,EMP0083,Design Approval,24-05-2024,16-08-2025,Delayed,32
TASK018222,PROJ03259,EMP0178,Material Procurement,24-12-2024,21-06-2025,In Progress,28
TASK018223,PROJ02346,EMP0176,Design Approval,02-03-2024,08-05-2025,Pending,0
TASK018224,PROJ01906,EMP0016,Design Approval,14-11-2024,17-06-2025,Pending,76
TASK018225,PROJ03682,EMP0051,Material Procurement,22-07-2024,06-06-2025,Completed,10
TASK018226,PROJ02862,EMP0296,Site Visit,14-03-2024,06-02-2025,In Progress,83
TASK018227,PROJ01951,EMP0206,Site Visit,11-02-2024,,completed,52
TASK018228,PROJ03180,EMP0099,Design Approval,19-01-2024,25-09-2025,Pending,5
TASK018229,PROJ01460,EMP0043,Site Visit,24-04-2024,,In Progress,3
TASK018230,PROJ04814,EMP0024,Handover,24-05-2024,,Delayed,3
TASK018231,PROJ00930,EMP0170,Installation,01-10-2024,02-02-2025,completed,64
TASK018232,PROJ03191,EMP0281,Quality Check,23-02-2024,10-10-2025,In Progress,32
TASK018233,PROJ01935,EMP0221,Handover,02-11-2024,,Pending,27
TASK018234,PROJ04639,EMP0077,Handover,22-11-2024,05-03-2025,Delayed,51
TASK018235,PROJ02685,EMP0039,Handover,24-05-2024,10-03-2025,In Progress,49
TASK018236,PROJ01251,EMP0079,Design Approval,24-05-2024,19-11-2025,Delayed,42
TASK018237,PROJ00666,EMP0048,Design Approval,24-06-2024,,In Progress,91
TASK018238,PROJ04939,EMP0293,Site Visit,21-07-2024,24-08-2025,Pending,33
TASK018239,PROJ01110,EMP0210,Site Visit,16-01-2024,26-09-2025,In Progress,76
TASK018240,PROJ00198,EMP0012,Material Procurement,20-10-2024,14-08-2025,In Progress,18
TASK018241,PROJ04938,EMP0043,Installation,27-02-2024,13-05-2025,Delayed,97
TASK018242,PROJ02727,EMP0171,Material Procurement,20-04-2024,19-05-2025,Pending,44
TASK018243,PROJ00755,EMP0090,Installation,16-12-2024,25-12-2025,Delayed,34
TASK018244,PROJ00343,EMP0174,Material Procurement,19-02-2024,17-04-2025,Completed,81
TASK018245,PROJ02740,EMP0132,Handover,20-11-2024,12-10-2025,Delayed,1
TASK018246,PROJ02878,EMP0253,Design Approval,26-11-2024,,Pending,23
TASK018247,PROJ02470,EMP0217,Material Procurement,19-11-2024,26-10-2025,Delayed,21
TASK018248,PROJ03079,EMP0093,Handover,18-05-2024,22-03-2025,Delayed,59
TASK018249,PROJ02295,EMP0122,Design Approval,09-12-2024,07-04-2025,In Progress,5
TASK018250,PROJ02221,EMP0053,Quality Check,26-07-2024,07-07-2025,In Progress,72
TASK018251,PROJ01248,EMP0110,Site Visit,12-06-2024,01-01-2025,Pending,48
TASK018252,PROJ00727,EMP0171,Design Approval,16-01-2024,20-06-2025,Completed,37
TASK018253,PROJ02323,EMP0230,Quality Check,01-02-2024,27-06-2025,completed,96
TASK018254,PROJ03292,EMP0142,Site Visit,27-12-2024,25-11-2025,completed,72
TASK018255,PROJ00943,EMP0118,Site Visit,22-04-2024,17-07-2025,In Progress,29
TASK018256,PROJ02201,EMP0147,Site Visit,22-03-2024,21-12-2025,completed,66
TASK018257,PROJ03144,EMP0300,Handover,14-04-2024,11-11-2025,Delayed,49
TASK018258,PROJ01982,EMP0283,Quality Check,28-12-2024,28-11-2025,In Progress,9
TASK018259,PROJ04649,EMP0021,Design Approval,28-09-2024,27-04-2025,completed,40
TASK018260,PROJ01420,EMP0118,Design Approval,27-04-2024,12-06-2025,Delayed,34
TASK018261,PROJ01670,EMP0010,Quality Check,10-05-2024,05-12-2025,completed,81
TASK018262,PROJ02818,EMP0132,Quality Check,07-02-2024,12-01-2025,Completed,54
TASK018263,PROJ01292,EMP0163,Quality Check,02-05-2024,09-04-2025,Delayed,30
TASK018264,PROJ02360,EMP0134,Quality Check,03-04-2024,21-11-2025,Delayed,61
TASK018265,PROJ03937,EMP0253,Design Approval,18-02-2024,,In Progress,89
TASK018266,PROJ04658,EMP0047,Quality Check,16-02-2024,22-06-2025,completed,71
TASK018267,PROJ04251,EMP0081,Material Procurement,20-09-2024,15-03-2025,In Progress,33
TASK018268,PROJ01726,EMP0064,Material Procurement,16-01-2024,22-10-2025,Pending,45
TASK018269,PROJ00680,EMP0005,Handover,28-09-2024,10-11-2025,Delayed,82
TASK018270,PROJ00205,EMP0203,Installation,06-04-2024,04-02-2025,Completed,60
TASK018271,PROJ00045,EMP0238,Site Visit,14-02-2024,02-04-2025,completed,94
TASK018272,PROJ02244,EMP0242,Material Procurement,06-07-2024,25-09-2025,Delayed,81
TASK018273,PROJ00189,EMP0271,Quality Check,11-05-2024,13-02-2025,Delayed,33
TASK018274,PROJ01925,EMP0143,Handover,10-12-2024,,completed,9
TASK018275,PROJ01127,EMP0268,Material Procurement,15-05-2024,,completed,99
TASK018276,PROJ03323,EMP0274,Site Visit,06-03-2024,,Pending,16
TASK018277,PROJ00544,EMP0118,Material Procurement,20-07-2024,26-02-2025,completed,38
TASK018278,PROJ03120,EMP0151,Material Procurement,21-12-2024,16-07-2025,Completed,63
TASK018279,PROJ04415,EMP0151,Site Visit,23-07-2024,02-01-2025,Completed,60
TASK018280,PROJ02574,EMP0036,Handover,05-10-2024,,In Progress,88
TASK018281,PROJ01563,EMP0157,Installation,28-09-2024,,In Progress,50
TASK018282,PROJ02856,EMP0232,Handover,26-05-2024,,Delayed,12
TASK018283,PROJ00165,EMP0036,Material Procurement,08-06-2024,07-10-2025,completed,10
TASK018284,PROJ00225,EMP0238,Design Approval,06-02-2024,05-08-2025,Delayed,4
TASK018285,PROJ01851,EMP0021,Handover,28-06-2024,01-05-2025,Completed,24
TASK018286,PROJ00750,EMP0217,Site Visit,16-02-2024,,Delayed,3
TASK018287,PROJ04197,EMP0181,Quality Check,21-11-2024,05-06-2025,Pending,28
TASK018288,PROJ04779,EMP0296,Installation,23-07-2024,,Pending,37
TASK018289,PROJ01600,EMP0129,Installation,13-07-2024,13-08-2025,Delayed,50
TASK018290,PROJ01945,EMP0222,Site Visit,07-04-2024,,Completed,64
TASK018291,PROJ01901,EMP0047,Quality Check,18-07-2024,,Pending,73
TASK018292,PROJ00998,EMP0229,Quality Check,05-05-2024,,Completed,90
TASK018293,PROJ00111,EMP0117,Site Visit,08-06-2024,14-07-2025,In Progress,92
TASK018294,PROJ04354,EMP0231,Design Approval,28-06-2024,06-06-2025,Delayed,74
TASK018295,PROJ00283,EMP0184,Handover,24-02-2024,01-01-2025,completed,12
TASK018296,PROJ04717,EMP0177,Design Approval,21-12-2024,20-06-2025,Pending,73
TASK018297,PROJ04609,EMP0284,Installation,20-05-2024,23-10-2025,Delayed,6
TASK018298,PROJ03897,EMP0121,Handover,12-05-2024,07-07-2025,In Progress,74
TASK018299,PROJ03774,EMP0251,Site Visit,26-04-2024,24-07-2025,Delayed,15
TASK018300,PROJ02376,EMP0010,Design Approval,08-01-2024,,Pending,3
TASK018301,PROJ01572,EMP0089,Handover,06-05-2024,24-10-2025,In Progress,38
TASK018302,PROJ03391,EMP0207,Site Visit,02-11-2024,22-06-2025,completed,13
TASK018303,PROJ00316,EMP0298,Site Visit,17-01-2024,17-04-2025,Pending,94
TASK018304,PROJ02675,EMP0023,Handover,21-02-2024,12-11-2025,In Progress,1
TASK018305,PROJ04213,EMP0150,Quality Check,20-06-2024,10-11-2025,completed,49
TASK018306,PROJ01530,EMP0160,Handover,12-07-2024,18-12-2025,Pending,1
TASK018307,PROJ04542,EMP0299,Handover,26-09-2024,08-04-2025,In Progress,13
TASK018308,PROJ00144,EMP0024,Handover,08-07-2024,02-06-2025,Delayed,27
TASK018309,PROJ00410,EMP0204,Handover,01-11-2024,,Delayed,42
TASK018310,PROJ00412,EMP0183,Design Approval,10-01-2024,05-05-2025,Completed,85
TASK018311,PROJ02873,EMP0044,Site Visit,25-04-2024,02-11-2025,Delayed,89
TASK018312,PROJ03105,EMP0154,Quality Check,24-08-2024,,completed,93
TASK018313,PROJ00670,EMP0264,Quality Check,03-11-2024,16-01-2025,In Progress,65
TASK018314,PROJ01255,EMP0216,Handover,21-06-2024,20-06-2025,Pending,61
TASK018315,PROJ03907,EMP0202,Handover,07-02-2024,15-11-2025,Delayed,25
TASK018316,PROJ04234,EMP0176,Material Procurement,21-06-2024,,Delayed,15
TASK018317,PROJ04459,EMP0155,Site Visit,13-10-2024,08-07-2025,Completed,7
TASK018318,PROJ02941,EMP0034,Material Procurement,01-04-2024,20-02-2025,completed,41
TASK018319,PROJ02696,EMP0180,Quality Check,15-02-2024,,In Progress,95
TASK018320,PROJ03187,EMP0113,Quality Check,26-09-2024,17-06-2025,Completed,4
TASK018321,PROJ04039,EMP0015,Quality Check,25-01-2024,05-04-2025,In Progress,27
TASK018322,PROJ03571,EMP0182,Handover,22-05-2024,11-12-2025,Pending,53
TASK018323,PROJ01849,EMP0044,Handover,14-08-2024,26-05-2025,Completed,83
TASK018324,PROJ01574,EMP0026,Site Visit,19-09-2024,27-08-2025,Delayed,94
TASK018325,PROJ03991,EMP0057,Installation,12-01-2024,18-12-2025,Pending,87
TASK018326,PROJ04358,EMP0097,Installation,24-11-2024,08-12-2025,Delayed,55
TASK018327,PROJ03989,EMP0175,Site Visit,08-12-2024,25-12-2025,completed,98
TASK018328,PROJ02746,EMP0113,Installation,28-09-2024,22-03-2025,Delayed,78
TASK018329,PROJ04601,EMP0226,Site Visit,26-11-2024,,In Progress,66
TASK018330,PROJ04065,EMP0239,Handover,05-02-2024,16-06-2025,In Progress,14
TASK018331,PROJ03476,EMP0139,Site Visit,14-08-2024,02-02-2025,Completed,14
TASK018332,PROJ01110,EMP0261,Design Approval,15-05-2024,,completed,58
TASK018333,PROJ00340,EMP0240,Quality Check,11-08-2024,22-08-2025,Pending,45
TASK018334,PROJ00268,EMP0059,Installation,24-06-2024,12-04-2025,In Progress,2
TASK018335,PROJ03108,EMP0290,Handover,10-04-2024,12-01-2025,completed,34
TASK018336,PROJ04104,EMP0208,Quality Check,18-08-2024,25-05-2025,In Progress,81
TASK018337,PROJ04497,EMP0162,Site Visit,27-10-2024,04-08-2025,Pending,74
TASK018338,PROJ03035,EMP0165,Design Approval,16-12-2024,19-12-2025,completed,22
TASK018339,PROJ00915,EMP0288,Handover,05-04-2024,27-04-2025,Delayed,47
TASK018340,PROJ00834,EMP0183,Design Approval,05-08-2024,22-01-2025,completed,40
TASK018341,PROJ03308,EMP0166,Quality Check,20-09-2024,28-03-2025,completed,73
TASK018342,PROJ03567,EMP0076,Design Approval,22-04-2024,26-03-2025,completed,36
TASK018343,PROJ00397,EMP0121,Installation,25-12-2024,,completed,27
TASK018344,PROJ00135,EMP0244,Quality Check,07-09-2024,18-08-2025,Pending,46
TASK018345,PROJ03432,EMP0116,Design Approval,04-05-2024,15-02-2025,Delayed,64
TASK018346,PROJ04419,EMP0200,Design Approval,06-04-2024,11-12-2025,Delayed,97
TASK018347,PROJ01864,EMP0121,Installation,04-03-2024,28-05-2025,completed,57
TASK018348,PROJ01298,EMP0271,Handover,11-09-2024,22-09-2025,Pending,2
TASK018349,PROJ00955,EMP0037,Quality Check,01-01-2024,04-09-2025,Pending,100
TASK018350,PROJ04347,EMP0056,Installation,23-02-2024,21-05-2025,Delayed,38
TASK018351,PROJ00751,EMP0063,Design Approval,20-10-2024,,Completed,63
TASK018352,PROJ00581,EMP0196,Design Approval,16-06-2024,01-04-2025,Completed,25
TASK018353,PROJ01141,EMP0035,Installation,03-04-2024,08-04-2025,completed,33
TASK018354,PROJ04700,EMP0069,Installation,20-10-2024,07-07-2025,In Progress,5
TASK018355,PROJ00969,EMP0230,Installation,01-06-2024,25-03-2025,Pending,1
TASK018356,PROJ03355,EMP0213,Design Approval,18-05-2024,02-01-2025,In Progress,25
TASK018357,PROJ03020,EMP0166,Quality Check,23-03-2024,06-09-2025,Delayed,90
TASK018358,PROJ00620,EMP0079,Quality Check,21-11-2024,20-11-2025,completed,69
TASK018359,PROJ00254,EMP0268,Quality Check,25-06-2024,,Delayed,97
TASK018360,PROJ04870,EMP0115,Material Procurement,13-04-2024,23-06-2025,Pending,22
TASK018361,PROJ01641,EMP0015,Material Procurement,01-07-2024,,Completed,22
TASK018362,PROJ02935,EMP0272,Handover,25-10-2024,18-12-2025,In Progress,46
TASK018363,PROJ00400,EMP0001,Material Procurement,28-10-2024,14-10-2025,Delayed,18
TASK018364,PROJ01223,EMP0266,Design Approval,23-07-2024,,Completed,43
TASK018365,PROJ00201,EMP0271,Design Approval,22-12-2024,13-06-2025,In Progress,44
TASK018366,PROJ00218,EMP0153,Site Visit,07-11-2024,19-05-2025,In Progress,31
TASK018367,PROJ03566,EMP0061,Installation,26-05-2024,,completed,73
TASK018368,PROJ03500,EMP0068,Site Visit,08-09-2024,08-01-2025,Delayed,17
TASK018369,PROJ01248,EMP0262,Installation,02-06-2024,19-07-2025,Delayed,5
TASK018370,PROJ02495,EMP0067,Installation,05-05-2024,,Completed,44
TASK018371,PROJ02639,EMP0181,Design Approval,19-08-2024,,In Progress,57
TASK018372,PROJ04173,EMP0004,Material Procurement,03-12-2024,19-09-2025,completed,87
TASK018373,PROJ04885,EMP0131,Material Procurement,04-06-2024,11-02-2025,Pending,73
TASK018374,PROJ04981,EMP0238,Quality Check,08-10-2024,10-01-2025,Delayed,79
TASK018375,PROJ01984,EMP0075,Quality Check,25-11-2024,03-03-2025,Pending,37
TASK018376,PROJ04014,EMP0248,Quality Check,25-05-2024,07-10-2025,Delayed,54
TASK018377,PROJ03796,EMP0094,Design Approval,18-11-2024,,In Progress,33
TASK018378,PROJ04709,EMP0031,Site Visit,16-09-2024,28-02-2025,Completed,41
TASK018379,PROJ04122,EMP0189,Quality Check,05-02-2024,01-10-2025,completed,59
TASK018380,PROJ00345,EMP0017,Quality Check,08-06-2024,20-03-2025,Delayed,56
TASK018381,PROJ03697,EMP0199,Installation,12-08-2024,,In Progress,58
TASK018382,PROJ03122,EMP0254,Material Procurement,01-02-2024,02-03-2025,Delayed,34
TASK018383,PROJ04600,EMP0295,Design Approval,04-09-2024,,Pending,9
TASK018384,PROJ04402,EMP0252,Handover,28-05-2024,18-06-2025,In Progress,73
TASK018385,PROJ00315,EMP0116,Handover,04-07-2024,,completed,23
TASK018386,PROJ04640,EMP0117,Design Approval,23-04-2024,25-10-2025,Pending,5
TASK018387,PROJ03532,EMP0016,Site Visit,12-12-2024,11-12-2025,In Progress,54
TASK018388,PROJ01006,EMP0140,Installation,05-11-2024,13-03-2025,In Progress,93
TASK018389,PROJ02699,EMP0270,Installation,14-08-2024,25-12-2025,Delayed,69
TASK018390,PROJ04897,EMP0111,Site Visit,11-08-2024,04-04-2025,completed,56
TASK018391,PROJ03040,EMP0008,Design Approval,19-07-2024,,Completed,67
TASK018392,PROJ04132,EMP0036,Installation,16-03-2024,02-04-2025,Completed,79
TASK018393,PROJ01185,EMP0244,Site Visit,21-07-2024,11-04-2025,In Progress,4
TASK018394,PROJ02168,EMP0214,Installation,18-08-2024,25-07-2025,completed,31
TASK018395,PROJ01207,EMP0061,Material Procurement,01-09-2024,,Completed,81
TASK018396,PROJ01457,EMP0300,Site Visit,20-03-2024,20-05-2025,Delayed,56
TASK018397,PROJ01817,EMP0014,Site Visit,24-08-2024,11-08-2025,Completed,81
TASK018398,PROJ04537,EMP0071,Handover,15-11-2024,07-11-2025,Completed,44
TASK018399,PROJ01766,EMP0093,Material Procurement,25-02-2024,10-04-2025,Pending,34
TASK018400,PROJ03278,EMP0255,Quality Check,05-01-2024,,In Progress,99
TASK018401,PROJ02825,EMP0038,Quality Check,26-10-2024,20-04-2025,completed,78
TASK018402,PROJ03285,EMP0130,Handover,16-04-2024,,Delayed,23
TASK018403,PROJ03602,EMP0207,Design Approval,04-02-2024,18-03-2025,In Progress,1
TASK018404,PROJ01846,EMP0193,Site Visit,04-05-2024,04-01-2025,Delayed,86
TASK018405,PROJ01113,EMP0076,Handover,17-07-2024,16-03-2025,In Progress,97
TASK018406,PROJ00956,EMP0180,Handover,01-04-2024,23-10-2025,Completed,40
TASK018407,PROJ02659,EMP0137,Handover,21-02-2024,06-01-2025,Pending,29
TASK018408,PROJ02400,EMP0105,Site Visit,02-03-2024,13-09-2025,In Progress,40
TASK018409,PROJ01005,EMP0127,Material Procurement,11-03-2024,16-02-2025,completed,41
TASK018410,PROJ01935,EMP0027,Quality Check,25-12-2024,08-08-2025,Completed,50
TASK018411,PROJ02276,EMP0297,Site Visit,02-08-2024,22-02-2025,Delayed,73
TASK018412,PROJ03420,EMP0192,Site Visit,04-09-2024,01-05-2025,Delayed,39
TASK018413,PROJ02140,EMP0085,Installation,14-12-2024,21-06-2025,Delayed,97
TASK018414,PROJ02452,EMP0040,Handover,13-09-2024,20-08-2025,Completed,97
TASK018415,PROJ03928,EMP0039,Handover,26-07-2024,12-11-2025,Completed,67
TASK018416,PROJ03710,EMP0215,Quality Check,05-10-2024,,completed,35
TASK018417,PROJ00040,EMP0257,Material Procurement,18-01-2024,23-01-2025,Completed,2
TASK018418,PROJ02744,EMP0123,Quality Check,14-05-2024,08-04-2025,completed,18
TASK018419,PROJ00892,EMP0143,Design Approval,03-04-2024,10-05-2025,Completed,94
TASK018420,PROJ00550,EMP0276,Handover,14-03-2024,,Delayed,42
TASK018421,PROJ02483,EMP0139,Installation,02-04-2024,,completed,37
TASK018422,PROJ00329,EMP0165,Design Approval,16-02-2024,16-09-2025,Delayed,64
TASK018423,PROJ01408,EMP0019,Design Approval,17-12-2024,08-05-2025,Delayed,7
TASK018424,PROJ01403,EMP0005,Quality Check,20-09-2024,,Completed,72
TASK018425,PROJ03988,EMP0032,Design Approval,12-12-2024,,Pending,10
TASK018426,PROJ04084,EMP0002,Design Approval,06-08-2024,12-05-2025,completed,24
TASK018427,PROJ00361,EMP0112,Quality Check,12-01-2024,01-11-2025,Delayed,76
TASK018428,PROJ01921,EMP0137,Installation,20-04-2024,21-11-2025,Completed,9
TASK018429,PROJ03441,EMP0118,Site Visit,09-03-2024,05-10-2025,In Progress,40
